Lot_Frontage,Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Exter_Cond,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Longitude,Latitude,Sale_Price
0,11500,OneFam,One_Story,Above_Average,1966,Typical,1182,1643,0,2,0,2,1,1,-93.6826513,42.0249247,195000
79,12798,OneFam,Two_Story,Average,1997,Typical,616,616,1072,2,1,4,1,0,-93.679198,42.025781,200000
65,9750,OneFam,One_Story,Good,1994,Typical,990,990,0,1,0,3,1,0,-93.692009,42.021173,155000
75,9525,OneFam,One_Story,Above_Average,1995,Typical,1099,1099,0,1,1,3,1,0,-93.691213,42.01915,144000
57,9245,OneFam,One_Story,Average,1994,Typical,990,990,0,1,0,3,1,0,-93.691612,42.019153,145000
0,8696,OneFam,One_Story,Average,1997,Typical,1418,1418,0,2,0,3,1,1,-93.690719,42.018501,226001
0,13142,OneFam,Two_Story,Average,1997,Typical,864,872,899,2,1,3,1,0,-93.689772,42.018786,215700
68,8998,OneFam,Two_Story,Average,2000,Typical,782,782,870,2,1,3,1,0,-93.690276,42.017423,207500
57,8924,OneFam,Two_Story,Average,1998,Typical,880,880,844,2,1,3,1,0,-93.688995,42.017914,188000
93,9382,OneFam,One_Story,Average,1999,Typical,1468,1479,0,2,0,3,1,0,-93.689019,42.017766,191000
88,12803,OneFam,One_Story,Average,2002,Typical,1494,1494,0,2,0,3,1,1,-93.691706,42.016276,221000
80,12435,OneFam,Two_Story,Average,2001,Typical,963,963,829,2,1,3,1,1,-93.689101,42.015974,231500
75,12192,OneFam,Two_Story,Average,2000,Typical,928,928,895,2,1,3,1,0,-93.688958,42.01626,235000
68,11250,OneFam,Two_Story,Average,2001,Typical,920,920,866,2,1,3,1,1,-93.68895,42.015949,223500
0,9200,OneFam,One_Story,Above_Average,1975,Typical,938,938,0,1,0,3,1,0,-93.685742,42.022136,130250
65,8385,OneFam,SLvl,Very_Good,1977,Typical,985,985,0,2,0,3,1,0,-93.686888,42.021234,149900
0,12250,OneFam,One_Story,Above_Average,1978,Typical,864,1174,0,1,0,3,1,0,-93.687518,42.018839,158000
0,10970,OneFam,SLvl,Above_Average,1978,Typical,940,1026,0,1,0,3,1,0,-93.685158,42.019769,147000
40,14330,OneFam,One_Story,Above_Average,1975,Typical,864,1558,0,2,0,2,1,0,-93.6844,42.02107,163000
88,7990,OneFam,One_Story,Above_Average,1975,Typical,924,924,0,1,0,3,1,0,-93.684289,42.021275,110000
60,7180,OneFam,One_Story,Good,1972,Typical,864,864,0,1,0,3,1,0,-93.683158,42.020796,127000
60,7200,OneFam,One_Story,Good,1972,Typical,780,780,0,1,0,2,1,0,-93.683309,42.020991,124900
75,9742,OneFam,One_Story,Average,2002,Typical,1777,1795,0,2,0,3,1,1,-93.68786,42.018735,230000
75,9473,OneFam,Two_Story,Average,2002,Typical,1128,1128,903,2,1,3,1,1,-93.687704,42.018412,237000
0,10316,OneFam,Two_Story,Average,2000,Typical,992,992,873,2,1,3,1,1,-93.686189,42.018354,235000
0,10400,OneFam,Two_Story,Average,2001,Typical,1257,1290,871,2,1,3,1,1,-93.684227,42.018709,230500
73,9066,OneFam,Two_Story,Average,1999,Typical,1004,1004,848,2,1,3,1,2,-93.684396,42.017598,230000
75,11404,OneFam,Two_Story,Average,1998,Typical,1153,1153,878,2,1,3,1,1,-93.682718,42.018006,222500
0,9240,OneFam,Two_Story,Average,2001,Typical,1055,1055,1208,2,1,3,1,1,-93.685572,42.01727,287000
0,9720,OneFam,Two_Story,Average,2001,Typical,1357,1366,581,2,1,3,1,1,-93.685569,42.017484,274000
0,14860,OneFam,One_Story,Average,2002,Typical,1778,1786,0,2,0,3,1,1,-93.68522,42.018186,300000
0,11250,OneFam,Two_Story,Average,2002,Typical,1128,1149,1141,2,1,4,1,1,-93.686644,42.016975,255900
65,8158,OneFam,Two_Story,Average,2003,Typical,884,884,884,2,1,3,1,0,-93.686982,42.016207,224900
41,10905,OneFam,Two_Story,Average,2003,Typical,1129,1129,1198,2,1,4,1,1,-93.688193,42.016341,240000
72,7226,OneFam,Two_Story,Average,2003,Typical,798,798,842,2,1,3,1,0,-93.687674,42.014435,183000
96,11690,OneFam,Two_Story,Average,1999,Typical,850,886,878,2,1,3,1,1,-93.683856,42.016709,207000
70,8750,OneFam,Two_Story,Average,1994,Good,915,933,975,2,1,4,1,1,-93.67994,42.017866,210000
37,4435,TwnhsE,One_Story,Average,2003,Typical,848,848,0,1,0,1,1,0,-93.681121,42.016277,136500
0,4426,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,0,-93.68369,42.016254,145000
75,13125,OneFam,One_Story,Average,1997,Typical,1478,1493,0,2,0,3,1,1,-93.679505,42.017854,208900
70,9135,OneFam,One_Story,Average,2002,Typical,1536,1536,0,2,0,3,1,0,-93.687825,42.014549,214000
65,8450,OneFam,Two_Story,Average,2003,Typical,856,856,854,2,1,3,1,0,-93.686931,42.013952,208500
75,9750,OneFam,One_Story,Average,2004,Typical,1445,1445,0,2,0,3,1,0,-93.685207,42.013912,186500
65,8450,OneFam,One_Story,Average,2004,Typical,1436,1436,0,2,0,3,1,0,-93.684451,42.013641,210000
64,8320,OneFam,Two_Story,Average,2004,Typical,770,770,812,2,1,3,1,0,-93.684397,42.013622,185900
85,11049,OneFam,One_Story,Average,2007,Typical,1234,1234,0,2,0,3,1,0,-93.684343,42.013603,179900
85,11058,OneFam,One_Story,Above_Average,2007,Typical,1564,1564,0,2,0,3,1,0,-93.683435,42.015975,218836
74,9627,OneFam,One_Story,Average,2007,Typical,1351,1361,0,2,0,3,1,0,-93.683435,42.015368,193000
63,8199,OneFam,Two_Story,Average,2005,Typical,728,728,728,2,1,3,1,1,-93.6838447,42.0138316,189000
0,4426,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,1,-93.683127,42.015927,149300
0,4426,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,1,-93.682991,42.015927,141000
0,4438,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,1,-93.681436,42.016121,149000
0,4438,TwnhsE,One_Story,Average,2004,Typical,848,848,0,1,0,1,1,1,-93.681401,42.016122,144500
67,8777,OneFam,One_Story,Good,1910,Typical,796,796,0,1,0,2,1,0,-93.678303,42.01975,85000
67,8777,Duplex,One_and_Half_Fin,Good,1900,Typical,1272,1272,928,2,2,4,2,0,-93.678304,42.019937,145900
75,9937,OneFam,One_Story,Above_Average,1965,Typical,1256,1256,0,1,1,3,1,0,-93.677407,42.021244,147500
65,6500,OneFam,One_Story,Above_Average,1976,Typical,1127,1127,0,1,1,3,1,1,-93.673571,42.019996,135000
63,13907,OneFam,One_Story,Above_Average,1940,Typical,996,996,0,1,0,3,1,1,-93.673137,42.02099,108000
90,10012,OneFam,SFoyer,Average,1972,Typical,1138,1181,0,2,0,3,1,0,-93.671443,42.019861,137500
60,6931,OneFam,Two_Story,Average,2003,Typical,746,760,896,2,1,3,1,1,-93.672408,42.018991,165400
0,9638,OneFam,SLvl,Above_Average,1977,Typical,1029,1117,0,1,0,3,1,1,-93.675294,42.018852,147000
72,7200,OneFam,Two_Story,Good,1976,Typical,684,684,714,1,1,3,1,1,-93.675173,42.018912,160500
60,7024,OneFam,One_Story,Average,2005,Typical,1132,1132,0,1,1,2,1,0,-93.673251,42.01883,176000
123,47007,OneFam,One_Story,Good,1959,Typical,0,3820,0,3,1,5,1,2,-93.675582,42.017386,284700
35,3675,TwnhsE,SLvl,Average,2005,Typical,547,1072,0,1,0,2,1,0,-93.670627,42.018898,148000
92,12108,Duplex,One_Story,Below_Average,1955,Typical,1440,1440,0,2,0,4,2,0,-93.6653819,42.020394,118000
74,6845,Duplex,One_Story,Average,1955,Typical,0,1152,0,2,0,2,2,0,-93.665562,42.019544,82500
56,6931,TwoFmCon,One_Story,Average,1955,Typical,784,784,0,1,0,2,1,0,-93.661895,42.020112,91900
57,8050,OneFam,One_and_Half_Fin,Very_Good,1947,Good,0,929,208,1,1,4,1,0,-93.664925,42.01797,96000
68,9520,OneFam,One_Story,Average,1953,Typical,911,930,0,1,0,2,1,0,-93.665829,42.017962,99000
70,11767,OneFam,One_and_Half_Fin,Above_Average,1946,Typical,768,768,432,1,0,3,1,0,-93.664506,42.0198028,130500
60,8172,OneFam,One_and_Half_Fin,Above_Average,1954,Typical,941,997,473,2,0,4,1,0,-93.663479,42.019959,135000
59,16466,OneFam,One_and_Half_Fin,Good,1955,Good,816,872,521,1,1,3,1,0,-93.66345,42.018541,135500
67,5142,OneFam,One_and_Half_Fin,Good,1923,Typical,949,949,343,1,1,3,1,0,-93.6558,42.02224,108000
67,5604,OneFam,One_Story,Above_Average,1925,Typical,864,864,0,1,0,2,1,0,-93.656681,42.022238,98000
45,8248,OneFam,One_Story,Fair,1914,Typical,864,864,0,1,0,2,1,0,-93.656735,42.022089,67000
55,5687,TwoFmCon,Two_Story,Above_Average,1912,Fair,780,936,780,2,0,6,1,0,-93.655851,42.0214496,135900
0,12155,OneFam,Two_Story,Very_Good,1925,Typical,672,810,672,2,0,4,1,0,-93.64856,42.019986,140000
60,8400,OneFam,Two_and_Half_Fin,Very_Good,1939,Typical,720,1052,720,2,1,4,1,1,-93.65181,42.018715,179500
60,8400,OneFam,One_and_Half_Fin,Average,1925,Typical,1181,1390,304,2,0,4,1,1,-93.651785,42.017413,136500
60,7290,OneFam,One_Story,Very_Good,1921,Typical,1228,1424,0,2,0,2,1,1,-93.651635,42.017083,168000
51,9842,OneFam,Two_Story,Above_Average,1921,Typical,612,990,1611,3,1,4,1,0,-93.646748,42.019092,189000
66,8969,OneFam,Two_Story,Above_Average,1926,Typical,644,672,644,1,0,2,1,1,-93.646438,42.01791,145000
79,11526,OneFam,Two_and_Half_Fin,Good,1922,Typical,588,1423,748,2,0,3,1,1,-93.646438,42.017834,191000
63,15576,OneFam,Two_Story,Good,1915,Typical,840,840,840,2,0,4,1,0,-93.6447083,42.0176853,177000
63,15564,OneFam,One_and_Half_Fin,Above_Average,1914,Typical,676,676,588,1,0,3,1,0,-93.646288,42.01789,147500
52,6292,OneFam,One_Story,Average,1930,Typical,768,790,0,1,0,2,1,0,-93.64842,42.016887,91000
54,7609,OneFam,Two_Story,Excellent,1925,Good,798,798,714,2,0,3,1,1,-93.6447134,42.0168678,231000
51,10480,OneFam,One_and_Half_Fin,Average,1936,Typical,1064,1166,0,1,0,3,1,0,-93.646735,42.016072,115000
0,9650,OneFam,Two_Story,Fair,1923,Typical,784,819,784,1,0,4,1,1,-93.642886,42.019833,138000
60,7200,OneFam,Two_Story,Above_Average,1931,Fair,776,851,651,1,1,3,1,1,-93.642821,42.019617,149000
74,11988,OneFam,Two_Story,Good,1934,Typical,715,849,811,1,1,3,1,1,-93.641405,42.018443,188700
0,11700,OneFam,One_and_Half_Fin,Above_Average,1937,Typical,942,1265,673,2,0,4,1,1,-93.63962,42.018888,198000
0,9260,OneFam,One_and_Half_Fin,Below_Average,1938,Typical,884,932,442,1,0,3,1,0,-93.639497,42.018766,110000
79,7801,OneFam,One_Story,Average,1951,Fair,1091,1091,0,1,0,2,1,1,-93.639467,42.017528,104000
0,14100,OneFam,One_and_Half_Fin,Excellent,1935,Good,728,1968,1479,3,1,4,1,2,-93.642597,42.01601,381000
0,15660,OneFam,One_and_Half_Fin,Excellent,1939,Good,798,1137,817,1,1,3,1,2,-93.643378,42.015667,311500
70,12392,OneFam,One_and_Half_Fin,Excellent,1950,Good,832,1218,943,2,1,3,1,2,-93.64293,42.014567,263400
56,26073,OneFam,One_Story,Average,1956,Typical,1898,1898,0,2,1,3,1,2,-93.640311,42.012638,236500
0,14778,OneFam,One_Story,Good,1954,Typical,1296,1640,0,1,0,3,1,1,-93.640293,42.012488,224000
24,1879,Twnhs,Two_Story,Above_Average,1980,Typical,516,516,516,1,0,2,1,1,-93.645743,42.009489,116500
24,1950,Twnhs,Two_Story,Above_Average,1980,Good,716,716,840,2,1,3,1,1,-93.645743,42.009489,151000
50,7000,OneFam,One_Story,Very_Good,1926,Good,894,919,0,1,0,2,1,0,-93.628409,42.022607,126000
60,6000,OneFam,One_and_Half_Fin,Very_Good,1940,Typical,720,760,330,1,0,3,1,0,-93.627459,42.021806,120000
40,3636,OneFam,One_Story,Below_Average,1922,Typical,796,796,0,1,0,2,1,0,-93.625291,42.022797,55000
0,5890,OneFam,One_Story,Very_Good,1930,Good,816,816,0,1,0,2,1,0,-93.625288,42.022516,120500
71,6900,OneFam,One_Story,Above_Average,1940,Typical,740,778,0,1,0,2,1,1,-93.6291062,42.0213831,120500
58,8155,OneFam,One_and_Half_Fin,Good,1930,Typical,780,780,420,1,0,4,1,0,-93.628385,42.021276,119000
75,6000,OneFam,SLvl,Average,1967,Typical,624,1092,564,1,1,3,1,1,-93.6258429,42.0214037,126000
60,7392,OneFam,One_Story,Good,1930,Typical,520,912,0,1,0,2,1,0,-93.626835,42.020379,99500
75,9000,OneFam,One_and_Half_Fin,Average,1958,Typical,1151,1151,804,2,0,4,1,0,-93.625143,42.021389,165500
60,5280,OneFam,Two_Story,Good,1895,Typical,173,825,536,1,0,2,1,0,-93.615426,42.021162,89000
50,8500,OneFam,Two_Story,Below_Average,1920,Fair,649,649,668,1,0,3,1,0,-93.616848,42.021506,40000
52,5150,OneFam,One_and_Half_Fin,Good,1910,Typical,356,671,378,1,0,2,1,0,-93.616849,42.021594,80900
120,18000,OneFam,One_Story,Below_Average,1935,Typical,894,894,0,1,0,2,1,0,-93.604195,42.022458,81000
60,9000,OneFam,Two_Story,Above_Average,1920,Typical,592,432,432,1,1,3,1,0,-93.604193,42.022626,65000
44,3811,TwnhsE,One_Story,Average,2004,Typical,1594,1646,0,2,0,2,1,1,-93.615985,42.008806,250000
44,3842,TwnhsE,One_Story,Average,2004,Typical,1594,1646,0,2,0,2,1,1,-93.615921,42.0091899,275000
0,23730,OneFam,One_Story,Average,1996,Typical,1840,2032,0,3,0,3,1,0,-93.607342,41.99507,300000
0,13265,OneFam,One_Story,Average,2002,Typical,1568,1689,0,2,0,3,1,2,-93.607121,41.997124,271000
0,11050,OneFam,Two_Story,Average,1996,Typical,910,910,910,2,1,3,1,1,-93.60489,41.997062,213000
76,9880,OneFam,SLvl,Above_Average,1977,Typical,1096,1118,0,1,0,3,1,1,-93.604549,41.997069,171000
75,10125,OneFam,One_Story,Above_Average,1977,Typical,1196,1279,0,2,0,3,1,2,-93.604548,41.996919,171500
74,9990,OneFam,One_Story,Average,1991,Typical,1680,1689,0,2,0,3,1,1,-93.602429,41.995991,228500
0,164660,TwoFmCon,One_and_Half_Fin,Above_Average,1965,Typical,1499,1619,167,2,0,3,1,2,-93.658875,41.998543,228950
42,4084,TwnhsE,One_Story,Above_Average,1986,Typical,1277,1501,0,2,0,2,1,1,-93.639793,42.00514,241500
74,11563,OneFam,One_Story,Average,2006,Typical,1518,1537,0,2,0,3,1,0,-93.653122,41.995141,294000
73,9802,OneFam,SLvl,Average,2006,Typical,352,712,730,2,1,3,1,0,-93.649198,41.995142,172500
73,9735,OneFam,SLvl,Average,2006,Typical,384,754,640,2,1,3,1,0,-93.649475,41.993751,167500
75,12890,OneFam,One_Story,Average,1989,Typical,1495,1495,0,2,0,3,1,1,-93.644679,41.999812,150000
47,12416,OneFam,One_Story,Average,1986,Typical,1606,1651,0,2,0,3,1,1,-93.646054,41.999575,184000
93,18265,OneFam,One_Story,Average,1986,Good,1256,1256,0,2,0,3,1,1,-93.6470597,41.9976055,180000
82,11202,OneFam,One_Story,Average,2003,Typical,1432,1440,0,2,0,3,1,1,-93.646726,41.995512,232500
0,7915,OneFam,One_Story,Average,1999,Typical,1666,1675,0,2,0,3,1,0,-93.646645,41.99639,195000
85,12244,OneFam,Two_Story,Average,2003,Typical,1482,1482,780,2,1,4,1,2,-93.647834,41.99423,305000
79,11449,OneFam,One_Story,Average,2007,Typical,1884,1728,0,2,0,3,1,1,-93.653218,41.99312,298751
85,11447,OneFam,One_Story,Average,2005,Typical,1964,1964,0,2,1,3,1,1,-93.647214,41.993611,370000
32,4500,TwnhsE,One_Story,Average,1997,Typical,1189,1189,0,2,0,2,1,0,-93.608197,41.993059,160500
150,14137,OneFam,SFoyer,Average,1964,Typical,1200,1200,0,1,0,3,1,0,-93.606374,41.993185,173000
0,4224,TwnhsE,One_Story,Above_Average,1975,Typical,1040,1040,0,1,0,3,1,0,-93.605351,41.99261,124000
0,2665,TwnhsE,Two_Story,Above_Average,1976,Typical,264,616,688,1,1,3,1,1,-93.604649,41.991372,115000
41,2665,TwnhsE,Two_Story,Good,1976,Typical,550,925,550,2,0,4,1,1,-93.604184,41.990899,129500
21,1974,Twnhs,SFoyer,Good,1973,Good,526,526,462,1,0,2,1,0,-93.603601,41.991883,105000
21,1596,Twnhs,SLvl,Above_Average,1973,Typical,462,526,462,1,0,1,1,1,-93.604269,41.991779,94900
0,17979,OneFam,One_Story,Above_Average,1968,Good,1113,1160,0,1,0,3,1,0,-93.601444,41.993249,152500
21,1477,Twnhs,Two_Story,Excellent,1970,Good,546,546,546,2,1,3,1,0,-93.603178,41.992133,98000
21,1890,Twnhs,SFoyer,Good,1972,Good,630,630,0,1,0,1,1,0,-93.603458,41.991933,81000
100,21750,OneFam,One_Story,Average,1954,Typical,988,988,0,1,0,2,1,0,-93.610109,41.988675,113000
59,6490,OneFam,One_Story,Good,1983,Good,816,816,0,1,0,2,1,0,-93.6051072,41.987109,128500
37,6951,OneFam,One_Story,Average,1984,Typical,876,923,0,1,0,3,1,0,-93.604761,41.988934,119500
60,6600,OneFam,One_Story,Excellent,1982,Good,816,816,0,1,0,3,1,1,-93.603917,41.98811,130500
60,6600,OneFam,One_Story,Very_Good,1982,Good,816,816,0,1,0,2,1,0,-93.603916,41.988076,138000
60,6600,OneFam,One_Story,Above_Average,1982,Typical,845,845,0,1,0,3,1,0,-93.603886,41.987289,134500
75,12508,OneFam,One_and_Half_Fin,Good,1940,Typical,983,983,767,2,0,4,1,0,-93.608291,41.98658,160000
74,12395,OneFam,One_Story,Above_Average,1984,Typical,864,889,0,1,0,3,1,0,-93.603722,41.986498,137500
0,11075,OneFam,Two_Story,Below_Average,1969,Typical,784,1168,800,2,1,4,1,1,-93.600066,41.991885,172000
0,56600,OneFam,Two_and_Half_Unf,Very_Poor,1900,Typical,686,1150,686,2,0,4,1,0,-93.577427,42.022745,103000
85,10667,OneFam,One_Story,Above_Average,1971,Typical,1587,1587,0,2,0,3,1,1,-93.618504,42.051297,167300
85,10628,OneFam,One_Story,Average,1970,Good,1277,1277,0,1,0,2,1,1,-93.618503,42.051357,167000
95,13651,OneFam,One_Story,Above_Average,1973,Good,2223,2223,0,2,0,3,1,2,-93.617273,42.049671,244000
95,15865,OneFam,One_Story,Above_Average,1970,Good,2217,2217,0,2,0,4,1,1,-93.61728,42.050443,268000
0,10364,OneFam,Two_Story,Average,1995,Typical,806,806,766,2,1,3,1,1,-93.63736,42.060466,168000
0,13869,OneFam,Two_Story,Above_Average,1997,Typical,794,794,676,2,0,3,1,0,-93.636146,42.061664,177000
57,8773,OneFam,Two_Story,Average,1997,Typical,916,916,684,2,1,3,1,1,-93.636972,42.061326,169000
56,8872,OneFam,SLvl,Average,1997,Typical,384,754,630,2,1,3,1,1,-93.637189,42.061242,161500
41,5330,TwnhsE,One_Story,Average,2000,Typical,1494,1652,0,2,0,2,1,0,-93.634341,42.063067,251000
0,10147,OneFam,SLvl,Average,1994,Typical,392,924,770,2,1,3,1,1,-93.636345,42.059592,160000
63,7875,OneFam,Two_Story,Average,1996,Typical,691,691,862,2,1,3,1,0,-93.637865,42.059562,178750
63,7875,OneFam,One_Story,Average,1995,Typical,1237,1253,0,2,0,3,1,1,-93.637883,42.059517,176000
60,7500,OneFam,Two_Story,Average,1999,Typical,938,957,1342,3,1,5,1,1,-93.639068,42.059242,204000
0,9556,OneFam,One_Story,Average,1992,Typical,1168,1187,0,2,0,3,1,0,-93.637848,42.059293,160000
0,10784,OneFam,SLvl,Average,1991,Typical,384,802,670,2,1,3,1,1,-93.637299,42.057006,160000
0,9125,OneFam,SLvl,Average,1992,Typical,384,812,670,2,1,3,1,1,-93.637917,42.05817,163900
0,7655,OneFam,Two_Story,Average,1993,Typical,903,910,732,2,1,3,1,1,-93.635833,42.057533,168000
0,3696,TwnhsE,One_Story,Average,1986,Typical,1074,1088,0,1,1,2,1,0,-93.634513,42.059375,170000
0,5062,TwnhsE,Two_Story,Average,1984,Typical,1190,1190,900,2,0,3,1,1,-93.632917,42.059239,207500
38,4740,TwnhsE,One_Story,Average,1988,Typical,1166,1179,0,2,0,2,1,0,-93.631622,42.059309,182000
35,5118,TwnhsE,One_Story,Average,1990,Typical,1312,1321,0,1,0,1,1,1,-93.631633,42.059304,212000
86,14157,OneFam,One_Story,Average,2005,Typical,1922,1922,0,2,0,3,1,1,-93.629016,42.060431,377426
98,12328,OneFam,Two_Story,Average,2005,Typical,1149,1164,1377,3,1,4,1,1,-93.629075,42.060144,349265
195,41600,TwoFmCon,One_Story,Average,1969,Typical,1100,1424,0,1,1,3,1,0,-93.622874,42.060096,155000
61,8035,TwnhsE,One_Story,Average,2006,Typical,1612,1612,0,2,0,2,1,1,-93.629538,42.059743,319900
85,14082,OneFam,One_Story,Average,2006,Typical,2220,2234,0,1,1,1,1,1,-93.628754,42.058998,441929
0,12546,OneFam,One_Story,Good,1981,Good,1440,1440,0,2,0,3,1,1,-93.637875,42.054368,182900
78,12090,OneFam,Two_Story,Good,1981,Typical,725,725,754,2,1,3,1,1,-93.637816,42.0545,176000
93,12299,OneFam,One_Story,Above_Average,1978,Typical,1529,1664,0,2,0,3,1,1,-93.637158,42.054395,213000
61,11339,OneFam,Two_Story,Average,1979,Typical,780,1085,845,2,1,4,1,1,-93.634665,42.054941,192000
92,11952,OneFam,Two_Story,Above_Average,1977,Typical,808,1161,808,2,1,3,1,1,-93.633973,42.055217,190000
0,12046,OneFam,Two_Story,Above_Average,1976,Typical,848,1118,912,2,1,4,1,1,-93.631528,42.054427,195000
0,10395,OneFam,SLvl,Above_Average,1978,Typical,1032,1032,0,2,0,3,1,1,-93.632669,42.05622,148000
79,11850,OneFam,One_Story,Above_Average,1984,Typical,1153,1177,0,2,0,3,1,0,-93.631795,42.056211,151500
80,11584,OneFam,SLvl,Above_Average,1979,Typical,539,1040,685,2,1,3,1,1,-93.638554,42.052353,197000
80,10400,OneFam,One_Story,Average,1979,Typical,1259,1353,0,2,0,2,1,1,-93.635411,42.053271,192350
80,10793,OneFam,Two_Story,Average,1969,Typical,780,780,840,2,1,4,1,0,-93.63724,42.05026,152000
128,13001,OneFam,One_Story,Average,1971,Typical,1625,1220,0,2,0,2,1,1,-93.634714,42.049832,170000
70,12243,OneFam,One_Story,Above_Average,1971,Typical,1484,1484,0,2,0,3,1,1,-93.634581,42.050075,175000
90,11700,OneFam,Two_Story,Above_Average,1968,Typical,702,1041,702,1,2,3,1,1,-93.636497,42.050372,175000
0,12384,OneFam,Two_Story,Good,1976,Typical,793,1142,793,2,1,3,1,1,-93.633898,42.049956,197900
64,8991,OneFam,SLvl,Above_Average,1976,Typical,1228,1324,0,2,0,3,1,1,-93.633757,42.051039,174000
80,8000,OneFam,Two_Story,Above_Average,1974,Typical,1084,1084,793,2,1,4,1,1,-93.632191,42.048765,178900
70,10500,OneFam,SLvl,Good,1971,Typical,372,576,533,1,0,3,1,0,-93.627736,42.055392,139000
0,10530,OneFam,One_Story,Average,1971,Typical,981,981,0,1,1,3,1,0,-93.626331,42.055264,143250
0,7472,OneFam,Two_Story,Excellent,1972,Typical,725,725,754,1,1,4,1,0,-93.626565,42.054603,184000
63,9457,OneFam,One_Story,Above_Average,1970,Typical,925,1422,0,1,0,3,1,0,-93.629118,42.053407,155000
66,7920,OneFam,One_Story,Average,1970,Typical,914,914,0,1,0,3,1,0,-93.626722,42.054612,133000
61,9758,OneFam,One_Story,Average,1971,Typical,950,950,0,1,0,3,1,0,-93.627112,42.053547,119500
70,8294,OneFam,One_Story,Average,1971,Typical,858,872,0,1,0,3,1,0,-93.628047,42.05346,123000
0,7340,OneFam,One_Story,Above_Average,1971,Typical,858,858,0,1,0,2,1,0,-93.62805,42.053503,110000
0,17199,OneFam,One_Story,Good,1961,Good,914,914,0,1,0,2,1,0,-93.6247461,42.0562952,128000
60,9000,OneFam,One_Story,Above_Average,1971,Typical,864,864,0,1,0,3,1,0,-93.621646,42.056395,120500
34,4058,TwnhsE,SFoyer,Average,1998,Typical,723,767,0,1,0,1,1,0,-93.624798,42.05467,133000
33,4113,TwnhsE,One_Story,Average,2001,Typical,1337,1337,0,2,0,2,1,1,-93.624798,42.054789,155000
26,10943,TwnhsE,One_Story,Average,1997,Typical,1405,1337,0,2,0,2,1,1,-93.624431,42.055319,177000
21,2205,Twnhs,Two_Story,Above_Average,1973,Typical,525,525,567,1,1,3,1,0,-93.629747,42.052669,113500
21,1890,Twnhs,Two_Story,Average,1973,Typical,672,672,546,1,1,3,1,0,-93.628656,42.052698,113000
21,2058,Twnhs,Two_Story,Average,1973,Typical,672,672,546,1,1,4,1,0,-93.627855,42.052696,113700
24,2016,TwnhsE,Two_Story,Average,1970,Typical,630,630,672,2,1,3,1,0,-93.629777,42.052294,106000
24,1920,TwnhsE,Two_Story,Average,1971,Typical,765,765,600,1,1,2,1,0,-93.627242,42.051833,122500
0,4928,TwnhsE,One_Story,Average,1976,Typical,1078,958,0,2,0,2,1,1,-93.627238,42.050397,128000
24,2308,TwnhsE,Two_Story,Above_Average,1976,Typical,804,804,744,2,1,3,1,1,-93.624575,42.05057,155000
24,2304,Twnhs,One_Story,Good,1978,Typical,1061,1055,0,2,0,2,1,0,-93.625672,42.049996,142500
65,7150,OneFam,One_Story,Above_Average,1966,Typical,988,988,0,1,0,3,1,0,-93.6257971,42.0488205,129250
105,15431,OneFam,One_Story,Average,2005,Typical,1994,2046,0,2,1,2,1,2,-93.657967,42.061284,450000
105,13693,OneFam,Two_Story,Average,2006,Typical,2153,2069,574,2,1,3,1,1,-93.657444,42.062434,380000
98,11428,OneFam,One_Story,Average,2006,Typical,1626,1634,0,2,0,3,1,1,-93.65331,42.061504,250000
118,13654,OneFam,Two_Story,Average,2005,Typical,1704,1722,1036,2,1,4,1,1,-93.657211,42.06027,418000
76,9591,OneFam,Two_Story,Average,2004,Typical,1143,1143,1330,2,1,4,1,1,-93.654689,42.060576,317000
94,13615,OneFam,One_Story,Average,2006,Typical,1802,1802,0,2,1,3,1,1,-93.657492,42.06113,372000
99,13069,OneFam,Two_Story,Average,2004,Typical,1706,1718,1238,2,1,5,1,1,-93.656249,42.059761,342000
99,12099,OneFam,Two_Story,Average,2004,Typical,1136,1136,1332,2,1,4,1,1,-93.6565389,42.059677,354000
110,14277,OneFam,Two_Story,Average,2003,Typical,1317,1217,1168,2,1,3,1,1,-93.65699,42.058634,350000
93,11999,OneFam,Two_Story,Average,2003,Typical,1181,1234,1140,2,1,4,1,1,-93.6545189,42.058619,285000
70,9926,OneFam,One_Story,Average,2005,Typical,1614,1614,0,2,0,3,1,0,-93.650499,42.059202,245700
71,9254,OneFam,One_Story,Average,2005,Typical,1721,1721,0,2,0,3,1,0,-93.65045,42.059197,232698
61,7577,TwnhsE,One_Story,Average,2005,Typical,1362,1362,0,2,0,2,1,1,-93.649838,42.059175,194700
34,3903,Twnhs,One_Story,Average,2005,Typical,1302,1302,0,1,1,1,1,1,-93.649808,42.059176,200000
41,6289,TwnhsE,One_Story,Average,2005,Typical,1362,1362,0,2,0,2,1,1,-93.649798,42.059176,207000
